,Artist,Song,Lyrics,Genre,Charting Number
72,DJ Khaled,No Brainer, We the Best Music Another one DJ Khaled  You stick out of the crowd baby its a nobrainer It aint that hard to choose Him or me be for real baby its a nobrainer You got your mind unloose Go hard and watch the sun rise One nightll change your whole life Off top droptop baby its a nobrainer Put em up if you with me Yeah yeaheah yeah yeaheaheah In the middle woah Woahwoahoah oh ohoh ooh Put em high  Put em high Yeaheaheah yeah yeaheaheah Both arms yeah Woahwoahoah oh ohoh ooh Put em high  Quavo Mama told you dont talk to strangers mama mama mama But when youre ridin in the drop you cant explain it skrrt skrrt skrrtskrrt What you been waitin on this whole time Yeah I blow the brains outta your mind ooh And I aint talkin bout physically no Im talkin bout mentally talkin bout mentally She lookin she look like she nasty she lookin She lookin she look like she classy she lookin She lookin just look at her dancin look at her She lookin I took her to the mansion yeah yeah  You stick out of the crowd baby its a nobrainer It aint that hard to choose Him or me be for real baby its a nobrainer You got your mind unloose Go hard and watch the sun rise One nightll change your whole life Off top droptop baby its a nobrainer Put em up if you with me Yeah yeaheah yeah yeaheaheah In the middle woah Woahwoahoah oh ohoh ooh Put em high  Put em high Yeaheaheah yeah yeaheaheah Both arms yeah Woahwoahoah oh ohoh ooh Put em high  Dont look rich I aint got no chain huh Not on the list I aint got no name But we in this bitch bitch Im not no lame And I keep it Ben Franklin Im not gon change Lot of these hoes is messy messy I just want you and your bestie Yall dont gotta answer for whenever you text me Its multiple choice and they all wanna test me She chchchchchoosin the squad She tryna choose between me Justin Qua and Asahd She told me that she love that I make music for God I told her I would love to see that p applaud  Chorus Justin Bieber  DJ Khaled You stick out of the crowd baby its a nobrainer It aint that hard to choose Him or me be for real baby its a nobrainer You got your mind unloose Go hard and watch the sun rise One nightll change your whole life Off top droptop baby its a nobrainer Put em up if you with me Yeah yeaheah yeah yeaheaheah In the middle woah Woahwoahoah oh ohoh ooh Put em high Put em high Yeaheaheah yeah yeaheaheah Both arms yeah Woahwoahoah oh ohoh ooh Put em high  Walked down had me sittin up Demanded my attention had to give it up Look like somebody designed you Dropdead gorgeous you make me wanna live it up Your presence is critical Movin my soul yeah youre spiritual They hate it when you notice me Like everybody else invisible ooh Breakin all the rules ohoh So above the law so above the law Ill be your excuse damn right Uh and you wont go wrong no  You stick out of the crowd baby its a nobrainer nobrainer It aint that hard to choose Him or me be for real baby its a nobrainer nobrainer You got your mind unloose Go hard and watch the sun rise rise One nightll change your whole life Off top droptop baby its a nobrainer oh no Put em up if you with me Yeah yeaheah yeah yeaheaheah In the middle oh yeah in the middle Woahwoahoah oh ohoh ooh Put em high put em high  Put em high Yeaheaheah yeah yeaheaheah Both arms yeah both sides in here Woahwoahoah oh ohoh ooh Put em high put em high  Its We The Best Music Way high Its Father of Asahd Another one,Rap,73
73,ASAP Ferg,Plain Jane,Ride with the mob alhamdulillah Check in with me and do your job Ferg is the name Ben Baller did the chain Tourneau for the watch presi Plain Jane  Yamborghini chain rest in peace to my superior Herms link could feed a village in Liberia TMZ taking pictures causin mad hysteria Momma see me on BET and started tearin up Imma start killin niggas how you get that tribe I attended Harlem picnics where you risked your life Uncle used to skim work sellin nicks at night I was only 8 years old watching Nick at Nite Uncle Psycho was in that bathroom buggin Knife to his guts hope Daddy dont cut him Suicidal doors brought to me with no advisory He was pitchin dummy sellin fiends mad ivory Grandma had the arthritis in her hands bad She was poppin pills like rappers in society I fuck yo bitch for the irony Ill send Meechy at yo hoe if yo bitch keep eyein me  Ride with the mob alhamdulillah Check in with me and do your job Ferg is the name Ben Baller did the chain Tourneau for the watch presi Plain Jane Ride with the mob alhamdulillah Check in with me and do your job Ferg is the name Ben Baller did the chain Tourneau for the watch presi Plain Jane  Suck a nigga dick or somethin Suck a nigga dick or somethin Suck a nigga dick or somethin Suck a nigga dick or somethin  Ima explain why you probably never seen me Im in a sunken place no Instagram Im watchin TV I think I trade my breakfast lunch and dinner for some kitty Please believe me I see RiRi Ima eat it like panini I go dumb up in the broad hit the walls like graffiti Indian burns all up on a nigga weewee I think I need a foursome Bella Kendall Gigi Itd be easy if Reneezy hook it all up on the leezy I go crazy in my Yeezy Kirk Kneezy on the beat I told em now we finna glow up in the street Rappers talk subliminal but they dont talk to me Put em in a Jersey shore like Pauly D  Ride with the mob alhamdulillah Check in with me and do your job Ferg is the name Ben Baller did the chain Tourneau for the watch presi Plain Jane Ride with the mob alhamdulillah Check in with me and do your job Ferg is the name Ben Baller did the chain Tourneau for the watch presi Plain Jane  Suck a nigga dick or somethin Suck a nigga dick or somethin Suck a nigga dick or somethin Suck a nigga dick or somethin,Rap,74
74,Miguel,Sky Walker, Quick to dead the bull like a matador Quick to dead the bull like a matador Bull bull bull like a matador Quick to dead the bull like a matador  Cap and a stem catch a wave on us splish Take a shot make a friend just enjoy the moment Im Luke Skywalkin on these haters splish Celebrate every day like a birthday Good things come to those that wait up splish But dont wait to jump in too long Dont sleep you gotta stay up splish Dont dont sleep you gotta stay up Yeah yeah yeah  Im outstandin so I stand out stand out Got more babes than a bathhouse Top Gun on my Tom Cruise I play for keeps and I dont lose Youre gonna love it cause youre cool as a breeze cool as a breeze So pick a poison yeah I got what you need got what you need Nonchalant got the green on rotation All night we gon keep it psychedelic like a  Cap and a stem catch a wave on us splish Take a shot make a friend just enjoy the moment Im Luke Skywalkin on these haters splish Celebrate every day like a birthday Good things come to those that wait up splish But dont wait to jump in too long Dont sleep you gotta stay up splish Dont dont sleep you gotta stay up Yeah yeah yeah  Wildin on my haters yah In my 23s havin a Jordan moment Wildin with the paper its lit Ice out on my chain Imma make the diamond sing I just popped two Ill be stayin up yeah yeah Hangin with the gang that shit dangerous yeah I can fuck you with my chain them shits tangle up yeah Come and catch a wave take one out my cup yeah Damn near ODd ODd Damn the police woah hey Wildin in SV yeah hey Movin up your street yeah straight up When we on the creek And bring sand to the beach alright Aint no day aint no night Made no plans aint no sleep Yeah yeah  Cap and a stem catch a wave on us splish Take a shot make a friend just enjoy the moment Im Luke Skywalkin on these haters splish Celebrate every day like a birthday Good things come to those that wait up splish But dont wait to jump in too long Dont sleep you gotta stay up splish Dont dont sleep you gotta stay up Yeah yeah yeah  I was good then but Im better now hey All gains Ive been wrappin up hey Quick to dead the bull like a matador hey Right now Im higher up than Canada hey  Cap and a stem catch a wave on us splish Take a shot make a friend just enjoy the moment Im Luke Skywalkin on these haters splish Celebrate every day like a birthday Good things come to those that wait up splish But dont wait to jump in too long Dont sleep you gotta stay up splish Dont dont sleep you gotta stay up Yeah yeah yeah Oooh I Quick to dead the bull like a matador  Got the baes lookin at me like its dinnertime I know she vegan but she want the steak tonight yeah And I smile like a saint with a sinners mind Baby roll it lick it love it daddy blow your mind Shotgunnin takin shots now Conversation flowin Lift off we in the clouds now Laughin in the moments First you put the work in til it works out Work it out til its turnt out yeah Oooh I,R&B,75
75,Thomas Rhett,Marry Me,She wants to get married she wants it perfect She wants her grandaddy preaching the service Yeah she wants magnolias out in the country Not too many people save her daddy some money  Ooh she got it all planned out Yeah I can see it all right now  Ill wear my black suit black tie hide out in the back Ill do a strong shot of whiskey straight out the flask Ill try to make it through without crying so nobody sees Yes she wanna get married But she dont wanna marry me  I remember the night when I almost kissed her Yeah I kinda freaked out wed been friends for forever And I always wondered if she felt the same way When I got the invite I knew it was too late  And I know her daddys been dreading this day Oh but he dont know he aint the only one giving her away  Ill wear my black suit black tie hide out in the back Ill do a strong shot of whiskey straight out the flask Ill try to make it through without crying so nobody sees Yes she wanna get married But she dont wanna marry me  But she got on her dress now welcoming the guests now I could try to find her get it off of my chest now But I aint gonna mess it up so I wish her the best now  So Im in my black suit black tie hiding out in the back Doing a strong shot of whiskey straight out the flask Ill try to make it through without crying so nobody sees Yes she wanna get married Yes she gonna get married But she aint gonna marry me Whoa but she aint gonna marry me no,Country,76
76,Halsey,Eastside, Uh Yeah yeah  When I was young I fell in love We used to hold hands man that was enough yeah Then we grew up started to touch Used to kiss underneath the light on the back of the bus yeah Oh no your daddy didnt like me much And he didnt believe me when I said you were the one Oh every day she found a way out of the window to sneak out late  She used to meet me on the Eastside In the city where the sun dont set And every day you know that we ride Through the backstreets of a blue Corvette Baby you know I just wanna leave tonight We can go anywhere we want Drive down to the coast jump in the sea Just take my hand and come with me  We can do anything if we put our minds to it Take your whole life then you put a line through it My love is yours if youre willing to take it Give me your heart cause I aint gonna break it So come away starting today Start a new life together in a different place We know that love is how all these ideas came to be So baby run away with me  Seventeen and we got a dream to have a family A house and everything in between And then oh suddenly we turned twentythree Now we got pressure for taking our life more seriously We got our deadend jobs and got bills to pay Have old friends and know our enemies Now IIm thinking back to when I was young Back to the day when I was falling in love  He used to meet me on the Eastside In the city where the sun dont set And every day you know where we ride Through the backstreets in a blue Corvette And baby you know I just wanna leave tonight We can go anywhere we want Drive down to the coast jump in the sea Just take my hand and come with me Singing  We can do anything if we put our minds to it Take your whole life then you put a line through it My love is yours if youre willing to take it Give me your heart cause I aint gonna break it So come away starting today Start a new life together in a different place We know that love is how all these ideas came to be So baby run away with me  Run away now Run away now Run away now Run away now Run away now Run away now  He used to meet me on the Eastside She used to meet me on the Eastside He used to meet me on the Eastside She used to meet me on the Eastside In the city where the sun dont set,Pop,77
77,The Weeknd,Call Out My Name,We found each other I helped you out of a broken place You gave me comfort But falling for you was my mistake  I put you on top I put you on top I claimed you so proud and openly And when times were rough when times were rough I made sure I held you close to me  So call out my name call out my name Call out my name when I kiss you so gently I want you to stay want you to stay I want you to stay even though you dont want me Girl why cant you wait Why cant you wait baby Girl why cant you wait til I fall out of love Wont you call out my name Call out my name Girl call out my name and Ill be on my way and Ill be on my  I said I didnt feel nothing baby but I lied I almost cut a piece of myself for your life Guess I was just another pit stop Til you made up your mind You just wasted my time  Youre on top I put you on top I claimed you so proud and openly babe And when times were rough when times were rough I made sure I held you close to  So call out my name call out my name baby So call out my name when I kiss you So gently I want you to stay I want you to stay I want you to stay even though you dont want me Girl why cant you wait Girl why cant you wait til I Girl why cant you wait til I fall out of loving Babe call out my name say call out my name baby Just call out my name and Ill be on my way Girl Ill be on my  On my way all the way On my way all the way ooh On my way on my way on my way On my way on my way on my way On my,R&B,78
78,Jay Rock,King's Dead,Part I  Miss me with that bullshit bullshit You aint really wild you a tourist a tourist I be blackin out with the purist the purist I made a hundred thou then I freaked it I freaked it I made 500 thou then I freaked it I freaked it I bought a 87 for the weekend the weekend This aint what you want this aint what you want what you want This aint what you want this aint what you want what you want  And its like that lil bitch MVP I get no sleep No I dont like that lil bitch Bust that open I want that ocean Yeah that bite back lil bitch Do it bite back lil bitch Need two life jackets lil bitch I aint gon hold you I aint gon press you never control you I aint gon front you keep it 100 I dont know you Boss like Top Dawg bossed my life up crossin over Stutter steppin got a Hall of Fame in all my posters Ive been ready my whip been ready My bitch been ready my clique been ready My shits been ready my checks been ready My shots on full thats Armageddon I got pull I hope yall ready My tank on full you know unleaded I gotta go get it I gotta go get it I gotta go get it I gotta go get it My name gon hold up my team gon hold up My name gon hold up my team gon hold up My shots gon fire my team gon roll up Mnage   Trois my queen gon roll up I hope yall ready you know Im ready I rain all day you know confetti I gotta go get it I gotta go get it I gotta go get it I gotta go get it skrrt  Miss me with that bullshit bullshit Youre not a gang member yous a tourist a tourist I be blackin out I be blackin out Bought an 83 Cutlass for the weekend for the weekend I got a hundred thousand then I freaked it then I freaked it I made 500 thousand then I freaked it then I freaked it I put a Rolls Royce on my wrist oh yeah Fuck his baby mama tryna sneak diss I took her to my penthouse then I freaked it then I freaked it I havent made my mind up should I keep it should I keep it I got big dog status it aint no secret  La di da di da slob on me knob Pass me some syrup fuck me in the car La di da di da mothafuck the law Chitty chitty bang murder everything Bitch Im on a roll and I put that on the gang  Yeah miss me with that bullshit bullshit You aint really wild you a tourist a tourist I be blackin out with the purist the purist I made a hundred thou then I freaked it I freaked it I made 500 thou then I freaked it I freaked it I bought a 87 for the weekend the weekend This aint what you want this aint what you want what you want This aint what you want this aint what you want what you want  Part II  Changes Is you gon do something What you want  Red light green light red light green light Red light green light they like we like Fast cars fast money fast life fast broads Egotistic goin ballistic why God Born warrior lookin for euphoria but I dont see it I dont feel it Im paraplegic Tapped in when Im maxed in Compound with the MAC 10s and the pumps in the background I was absent never OG standout I was lackin everything else but doubt In the Magnum holding Magnums with a Magnum Nigga adlib and I sing out loud Never had friends never had ends never had hope They was like Nope I was like Boo yaow boo yaow Yeah God Tee off the day know we off the be off the Eat off your plate throw me off I be Off ya head Well ate on C4 Im way off the edge Fuck integrity fuck your pedigree Fuck your feelings fuck your culture Fuck your mom fuck your family fuck your drive Fuck your land fuck your children fuck your wives Who am I Not your father not your brother Not your reason not your future Not your comfort not your reverence not your glory Not your heaven and not your angel not your spirit Not your message not your freedom Not your people not your neighbor Not your baby not your equal Not the title yall want me under All hail King Killmonger Red light green light red light green light Red light green light they like we like Fast cars,Rap,79
79,Marshmello,Happier,Lately Ive been Ive been thinking I want you to be happier I want you to be happier  When the morning comes When we see what weve become In the cold light of day were a flame in the wind Not the fire that weve begun Every argument every word we cant take back Cause with all that has happened I think that we both know the way that the story ends  Then only for a minute I want to change my mind Cause this just dont feel right to me I want to raise your spirits I want to see you smile but Know that means Ill have to leave  Know that means Ill have to leave Lately Ive been Ive been thinking I want you to be happier I want you to be happier  When the evening falls And Im left there with my thoughts And the image of you being with someone else Well its eating me up inside But we ran our course we pretended were okay Now if we jump together at least we can swim Far away from the wreck we made  Then only for a minute I want to change my mind Cause this just dont feel right to me I want to raise your spirits I want to see you smile but Know that means Ill have to leave  Know that means Ill have to leave Lately Ive been Ive been thinking I want you to be happier I want you to be happier  So Ill go Ill go I will go go go So Ill go Ill go I will go go go  Lately Ive been Ive been thinking I want you to be happier I want you to be happier Even though I might not like this I think that youll be happier I want you to be happier  Then only for a minute I want to change my mind Cause this just dont feel right to me I want to raise your spirits I want to see you smile but Know that means Ill have to leave  Know that means Ill have to leave Lately Ive been Ive been thinking I want you to be happier I want you to be happier  So Ill go Ill go I will go go go,Pop,80
80,Florida Georgia Line,Simple,The way your fingers fit in mine Its five plus five not rocket science This day in time thats hard to find Its true the road were on aint a traffic jam Its a Sunday drive on a piece of land Its paradise as long as Im with you  Its like one two three Just as easy as can be Just the way you look at me You make me smile Aint no need to complicate it we both know thats overrated Weve been there its safe to say it aint our style Its just that simple SIMPLE Simple as can be Its just that simple SIMPLE Simple as can be  We used to live on Instagram Worry bout who all gives a damn Bout where weve been and where we ended up Then I met you and you met me And all the rest is history an epiphany That all we need is us  Its like one two three Just as easy as can be Just the way you look at me You make me smile Aint no need to complicate it we both know thats overrated Weve been there its safe to say it aint our style Were just simple like a six string The way this world was meant to be Like laughin love make a lot out of a little Its just that simple SIMPLE Simple as can be Its just that simple SIMPLE Simple as can be  Aint no need to complicate it we both know thats overrated Weve been there its safe to say it aint our style yeah Its like one two three Just as easy as can be Just the way you look at me You make me smile Aint no need to complicate it we both know thats overrated Weve been there its safe to say it aint our style Were just simple like a six string The way this world was meant to be Like laughin love make a lot out of a little Its just that simple SIMPLE Simple as can be Its just that simple SIMPLE Simple as can be Its just that simple SIMPLE Simple as can be Its just that simple SIMPLE Simple as can be,Country,82
81,N*E*R*D,Lemon, The truth will set you free But first itll piss you off  Hate Bad bitches wanna be my bae Hate Hunt me down like the CIA Hate Side of my car tryna see my face Hate Want me to beat it like the TI case Oh hate and if its heated Ima feed my face Hate And best believe its gon be outrageous Hate Hatin niggas cant believe my race Hate Niggas hit you with the Eli face oh  Bouncin around bouncin around bouncin Bouncin around bouncin around bouncin Scrunchin their eyes with your name in their mouth and Bouncin around bouncin around bouncin  Hate You keep askin me where Im from Hate About the borders and Did I run Hate Keep askin how I feel bout guns Hate Theres a light and dark army which side you choose Oh Hate If not now then when Hate And if not me then who Hate Dont drink the KoolAid my friends Hate I tried to tell yall about this dude  Bouncin around bouncin around bouncin Bouncin around bouncin around bouncin Hate supplements are found right in their couches Bouncin around bouncin around bouncin  Wait wait a minute Shout out to them people people Wait wait a minute Ppppeople people Wait wait a minute Mad ethnic right now  I get it how I live it I live it how I get Count the mothafuckin digits I pull up with a lemon Not cause she aint livin Its just your eyes get acidic And this here aint a scrimmage Mothafucka we aint finished I told you we wont stop A nigga bouta business Like yours but you rent it Wave hello to the top Nigga the Veyron glide Tell the paparazzi get the lens right Got the window down top blowin la Got the hazards on only doin five You can catch me Rih in the new La Ferrar  And the truck behind me got arms Yeah longer than LeBron Just waitin for my thumb like The Fonz Woo This beat tastes like lunch But its runnin from veneers and its runnin from the fronts But everyday hey wasnt lemonade I was afraid once a nigga graduate Would I be okay So I prayed and I played Its Rihanna nigga My constellation in space Warp speed Doctor Spock couldnt chase nigga  Nigga bath salt bitin speakers in the face Bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face Bath bath salt bitin speakers in the face  I get it how I live it I live it how I get Count the mothafuckin digits I pull up with a lemon Not cause she aint livin Its just your eyes get acidic And this here aint a scrimmage Mothafucka we aint finished I told you we wont stop A nigga bouta business Like yours but you rent it Wave hello to the top Nigga the Veyron glide Tell the paparazzi get the lens right Got the window down top blowin la Got the hazards on only doin five You can catch me  Bouncin around bouncin around bouncin  You can catch me Wait wait a minute Wait wait a minute Wait wait a minute Wait wait a minute Wait wait a minute Wait wait a minute Wait wait a minute Wait wait a minute,Rap,83
82,Logic,1-800-273-8255, I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine  I dont wanna be alive I dont wanna be alive I just wanna die today I just wanna die I dont wanna be alive I dont wanna be alive I just wanna die And let me tell you why  All this other shit Im talkin bout they think they know it Ive been praying for somebody to save me no ones heroic And my life dont even matter I know it I know it I know Im hurting deep down but cant show it I never had a place to call my own I never had a home Aint nobody callin my phone Where you been Where you at Whats on your mind They say every life precious but nobody care about mine  I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine  I want you to be alive I want you to be alive You dont gotta die today You dont gotta die I want you to be alive I want you to be alive You dont gotta die Now lemme tell you why  Its the very first breath When your heads been drowning underwater And its the lightness in the air When youre there Chest to chest with the lover Its holding on though the roads long And seeing light in the darkest things And when you stare at your reflection Finally knowing who it is I know that youll thank God you did  I know where you been where you are where you goin I know youre the reason I believe in life Whats the day without a little night Im just tryna shed a little light It can be hard It can be so hard But you gotta live right now You got everything to give right now  I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine Who can relate I been on the low I been taking my time I feel like Im out of my mind It feel like my life aint mine  I finally wanna be alive Finally wanna be alive I finally wanna be alive I dont wanna die today I dont wanna die Finally wanna be alive Finally wanna be alive I finally wanna be alive I dont wanna die I dont wanna die No I dont wanna die I just wanna live I just wanna live  Pain dont hurt the same I know The lane I travel feels alone But Im moving til my legs give out And I see my tears melt in the snow But I dont wanna cry I dont wanna cry anymore I wanna feel alive I dont even wanna die anymore Oh I dont wanna I dont wanna I dont even wanna die anymore,Rap,84
83, Justin Timberlake,Say Something, Ooh Yeah alright Ooh  Everyone knows all about my direction And in my heart somewhere I wanna go there still I dont go there  Everybody says say something say something say something Lets say something say something and say something I dont wanna get caught up in the rhythm of it  But I cant help myself no I cant help myself no no Caught up in the middle of it No I cant help myself no I cant help myself no no no Caught up in the rhythm of it  Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have  Everyone knows all about my transgressions Still in my heart somewhere This melody and harmony For you and me tonight Whoa I hear them call my name  Everybody says say something say something say something Lets say something say something and say something I dont wanna get caught up in the rhythm of it  But I cant help myself no I cant help myself no no Caught up in the middle of it No I cant help myself no I cant help myself no no no Caught up in the rhythm of it  Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have  Sometimes the greatest way to say something is to say nothing at all Sometimes the greatest way to say something is to say nothing at all Sometimes the greatest way to say something is to say nothing  But I cant help myself no I cant help myself no no Caught up in the middle of it No I cant help myself no I cant help myself no no no Caught up in the rhythm of it  Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have Maybe Im looking for something I cant have  Sometimes the greatest way to say something is to say nothing at all Sometimes the greatest way to say something is to say nothing at all Sometimes the greatest way to say something is to say nothing,Country,85
84,Drake,I'm Upset,Yeah Im workin on dyin  Im upset Fifty thousand on my head its disrespect So offended that I had to double check Ima always take the money over sex Thats why they need me out the way What you expect  Got a lot of blood and its cold They keep tryna get me for my soul Thankful for the women that I know Cant go fiftyfifty with no hoe Every month Im supposed to pay her bills And get her what she want I still got like seven years of doin what I want My dad still got child support from 1991 Outta town people love to pop a lot of shit then come around Word to Flacko Jodye he done seen us put it down Niggas askin if Im cool  Im upset Hunnid thousand on my head its disrespect So offended that I had to double check  You tryna check This is real life niggas think we playin chess So whats next Jump up out the bed like Im possessed I go out on tour and I say Im drinkin less End up gettin loose and gettin pictures from my ex SMS triple X Thats the only time I ever shoot below the neck skrr Why you keep on shootin if you know that nigga dead Skrr Thats the only kind of shit that gets you some respect  Got a lot of blood and its cold They keep tryna get me for my soul Thankful for the women that I know Cant go fiftyfifty with no hoe ayy ayy Every month she dont even love me she just puttin on a front She gon try and settle outta court and make a run Then gon ask me how Im doin  Im upset Half a million on my head I can accept yeah Least it makes me feel like someone tried their best yeah Want to waste a half a million be my guest Made me wanna buy a vest and a TEC skrr But Im blessed I just checked Hate me never met me in the flesh Said shes got somethins she gotta come here and collect That shit is in a box to the left to the left  Got a lot of blood and its cold They keep trynna get me for my soul Thankful for the women that I know Cant go fiftyfifty with no hoe,Rap,86
85,Kenny Chesney,Get Along,Met a man wearin a tshirt says Virginia is for lovers Had a Bible in his left hand and a bottle in the other He says All youre really given is the sunshine and your name We both started laughin when the sky started to rain  Get along on down the road Weve got a long long way to go Scared to live scared to die We aint perfect but we try  Get along while we can Always give love the upper hand Paint a wall learn to dance Call your mom buy a boat Drink a beer sing a song Make a friend cant we all get along  Saw a model on a billboard 1800 get to know me Wondered was she photoshopped or were her eyes really that lonely Did she leave her hometown thinkin shed end up in LA Did she break down in the desert and get stuck beside the highway  Get along on down the road Weve got a long long way to go Scared to live scared to die We aint perfect but we try  Get along while we can Always give love the upper hand Paint a wall learn to dance Call your mom buy a boat Drink a beer sing a song Make a friend cant we all get along  We find out when you die the keys to heaven cant be bought We still dont know what love is but we sure know what its not Sometimes you got to  Get along on down the road Weve got a long long way to go Scared to live scared to die We aint perfect but we try  Get along while we can Always give love the upper hand Paint a wall learn to dance Call your mom buy a boat Drink a beer sing a song Make a friend cant we all get along,Country,87
86,XXXTENTACION,Moonlight,Yeah  Spotlight uh moonlight uh Nigga why you trippin Get your mood right uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight moonlight Nigga why you trippin Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight uh moonlight Nigga why you trippin Get your mood right uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight moonlight Nigga why you trippin Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind  Feel like Im destined I dont need no Smith  Wesson no Boy who you testin Fuck a Scantron heres your lesson oh Knife in intestine Takin shots at all your brethren no Feel like Im damaged Girl I know you fucking planned this  All alone call my phone make me feel right Girl you know when you call make me feel right All alone call my phone make me feel right Girl you know when you call make me feel right  Spotlight uh moonlight uh Nigga why you trippin Get your mood right uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight moonlight Nigga why you trippin Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight uh moonlight Nigga why you trippin Get your mood right uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight moonlight Nigga why you trippin Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind,Rap,88
87,Maroon 5,What Lovers Do, Say say say hey hey now baby Oh mama dont play now baby Say say say hey hey now baby Said lets get one thing straight now baby  Tell me tell me if you love me or not love me or not love me or not Ill bet the house on you am I lucky or not lucky or not lucky or not You gotta tell me if you love me or not love me or not love me or not Been wishin for you am I lucky or not lucky or not lucky or not  Ooooh oooh Been wishin for you Ooh ooh Tryna do what lovers do ooh Ooooh oooh Been wishin for you Ooh ooh Tryna do what lovers do ooh  Say say say hey hey now baby You gonna make me hit you with that lay down baby ohhh Ooh Say say say hey hey now baby You know what I need not the game now baby oh ohhh  Tell me tell me if you love me or not love me or not love me or not Ill bet the house on you am I lucky or not lucky or not lucky or not You gotta tell me if you love me or not love me or not love me or not Been wishin for you am I lucky or not lucky or not lucky or not  Ooooh oooh Been wishin for you Ooh ooh Tryna do what lovers do ooh Ooooh oooh Been wishin for you wishin Ooh ooh Tryna do what lovers do ooh  Hey yeah What lovers do oh ohh What lovers do hmm na na na hey yeah What lovers do oh hmm na na na oh ohh  Arent we too grown for games Arent we too grown to play around Young enough to chase But old enough to know better Are we too grown for changin Are we too grown to mess around Ooh and I cant wait forever baby Both of us should know better  Ooooh oooh Been wishin for you Ooh ooh Tryna do what lovers do ooh  Ooooh oooh Been wishin for you Ooh ooh Tryna do what lovers do ooh Ooooh oooh Been wishin for you you oh yeah Ooh ooh ooh Tryna do what lovers do tryna do what lovers doooh Ooooh oooh Been wishin for you been wishin for love Ooh ooh Tryna do what lovers do do uhhooh Ooooh oooh Been wishin for you tryna do Ooh ooh Tryna do what lovers do ooh,Pop,89
88,NBA Youngboy,Outside Today,Tryna hide from the cameras I aint going outside today Couldnt find HiTec so Im drinking on Act today Ima pull up in style we gon do a drive by in the wraith Ima take it to trial pray to Lord I beat the case  That money be callin I dont do no talkin so get the fuck outta my face Gotta tech and a chopper with a hundred thousand dollars up in the wraith You know I aint slippin you know that Im with it Ill shoot him right up in his face Three say that Im trippin you know that Im drippin Im wrapped in saran today I just bought a brand new watch from God I aint put it on yet I dont care bout no bitch I aint giving her shit spend it all on my homies I put on my son from my car to my house everything i own it When it come to that money you know I aint stun I be on it I just got a pet monkey cashed out on a tiger But really dont want it my son dont like him He say that we beefin you know Ill fight em My clip full of thunder you know Ill strike em Wanna join NBA go and catch you a body Free Kevin Gates its a murder for hire Double G gang on the front of my title I ran up my Glock and I bought me a rifle  Tryna hide from the cameras I aint going outside today Couldnt find HiTec so Im drinking on Act today Ima pull up in style we gon do a drive by in the wraith Ima take it to trial pray to Lord I beat the case  I jump out at your house I aint shootin from the corner Ben bought me a bitch but I really dont want her I dont do no cappin I keep it 1hunnit Right now Im recordin with ten thousand on me He say he want smoke but I know he dont want it Shoot him and his bitch and I up one of his homies You know how Im feelin I dont got to say it Face every problem all by my lonely  Tryna hide from the cameras I aint going outside today Couldnt find HiTec so Im drinking on Act today Ima pull up in style we gon do a drive by in the wraith Ima take it to trial pray to Lord I beat the case,Rap,90
